S. No.,Lattitude,Longitude,Pothole,Severity,Ranking
6220,13.0853 ,77.5867,22,4,61
6224,12.9525 ,77.4872,29,1,61
6227,13.0960 ,77.6091,35,2,53
6230,12.9808 ,77.5095,31,1,70
6231,13.0495 ,77.6200,19,1,62
6244,12.9281 ,77.7000,15,5,53
6251,12.9081 ,77.6496,20,4,78
6253,13.0029 ,77.5811,19,2,69
6257,12.9959 ,77.5986,29,5,75
6260,13.0635 ,77.4846,21,1,58
6262,13.0259 ,77.7484,34,1,65
6268,13.0864 ,77.6412,30,3,70
6285,12.9576 ,77.6429,26,2,77
6291,13.0357 ,77.7430,26,2,71
6293,13.0978 ,77.5921,25,1,70
6307,13.0733 ,77.4859,25,3,77
6310,13.0414 ,77.5435,32,5,60
6324,12.8603 ,77.5112,35,1,70
6330,12.9491 ,77.6073,17,1,64
6332,12.8424 ,77.7143,22,2,69
6336,13.0208 ,77.7145,32,1,59
6340,13.0748 ,77.6870,23,5,54
6344,12.8822 ,77.6091,31,1,77
6354,12.8865 ,77.5501,24,1,62
6360,12.8411 ,77.6038,34,2,56
6361,12.8582 ,77.6270,18,3,74
6366,13.0041 ,77.5503,31,4,72
6397,13.0361 ,77.5311,20,1,77
6409,12.8482 ,77.5790,17,3,65
6411,12.9126 ,77.5325,27,4,68
6412,13.0385 ,77.6299,33,3,54
6419,13.0217 ,77.5260,30,3,60
6426,12.9150 ,77.6059,18,2,69
6440,12.8988 ,77.7283,32,1,73
6448,13.0271 ,77.5097,25,4,66
6471,12.9787 ,77.5737,19,5,67
6481,12.9892 ,77.6764,24,1,64
6495,12.9525 ,77.5168,17,3,71
6508,13.0454 ,77.7126,23,4,59
6522,12.9540 ,77.5250,33,3,54
6524,12.8566 ,77.6122,33,5,78
6561,12.9464 ,77.7334,22,4,69
6583,12.9313 ,77.7321,28,4,66
6585,12.8687 ,77.5408,23,4,67
6589,12.9233 ,77.6638,17,1,74
6603,13.0665 ,77.6862,31,5,72
6616,12.9500 ,77.4902,33,1,66
6640,12.8988 ,77.5916,26,2,59
6648,12.8877 ,77.5635,26,4,64
6657,12.9688 ,77.6264,24,4,71
6659,12.8890 ,77.5354,32,4,52
6690,12.9863 ,77.6120,21,1,52
6693,13.0522 ,77.6808,33,3,61
6704,12.9334 ,77.7081,31,3,62
6709,13.0960 ,77.5503,17,5,76
6716,12.9186 ,77.6366,35,2,67
6772,12.8837 ,77.7119,34,4,55
6777,13.0077 ,77.7349,24,3,63
6780,12.8870 ,77.6354,27,1,70
6792,13.0902 ,77.6603,18,1,57
6799,12.9331 ,77.5433,27,4,64
6806,12.8995 ,77.6609,29,5,59
6835,12.8948 ,77.5197,30,2,75
6842,13.0317 ,77.7139,17,3,64
6855,13.0940 ,77.5424,16,3,59
6867,13.0939 ,77.6263,27,1,74
6868,12.9843 ,77.7438,22,5,62
6876,13.0547 ,77.5511,35,4,62
6878,12.9404 ,77.5276,17,1,55
6881,12.9827 ,77.7474,33,1,53
6905,12.9347 ,77.5310,23,5,59
6921,13.0702 ,77.5636,32,1,54
6924,13.0851 ,77.5372,32,2,67
6929,12.8887 ,77.6000,17,4,74
6950,12.8835 ,77.7168,34,5,66
6952,12.8718 ,77.5768,20,2,52
6955,12.9790 ,77.6344,22,1,71
6966,13.0991 ,77.5342,24,5,58
6985,13.0221 ,77.5632,16,3,63
6986,12.9448 ,77.5946,35,3,69
6987,12.9012 ,77.7158,19,2,52
6992,12.8583 ,77.5807,21,4,61
6999,12.8755 ,77.7305,15,5,62
7012,13.0452 ,77.6492,19,2,54
7017,12.8409 ,77.5473,21,5,55
7024,12.9717 ,77.4860,17,4,56
7028,12.8643 ,77.7411,18,1,78
7030,12.9884 ,77.5674,32,5,74
7044,12.9596 ,77.6774,31,2,76
7052,13.0171 ,77.6463,34,5,72
7074,12.8769 ,77.5997,31,4,65
7088,12.9057 ,77.5114,27,1,58
7090,12.8720 ,77.6808,26,4,58
7103,13.0169 ,77.6699,23,3,57
7117,12.8650 ,77.5360,25,4,54
7130,12.8597 ,77.7217,18,3,59
7141,13.0272 ,77.7249,28,1,65
7142,12.8773 ,77.5855,23,2,58
7152,13.0464 ,77.4926,23,5,61
7159,12.9016 ,77.5632,26,5,56
7191,12.9899 ,77.6162,16,2,67
7193,12.8488 ,77.6127,34,4,64
7195,12.9953 ,77.5791,19,3,65
7235,12.8462 ,77.6291,25,5,52
7240,13.0371 ,77.6381,15,2,60
7243,13.0364 ,77.5568,20,1,58
7276,12.9524 ,77.7003,33,4,66
7282,12.8520 ,77.5122,27,1,75
7291,12.9492 ,77.6134,33,1,71
7306,12.9571 ,77.7054,16,1,76
7311,12.8999 ,77.5284,20,3,60
7321,12.8561 ,77.4976,18,3,61
7328,13.0088 ,77.6512,33,3,65
7342,13.0580 ,77.5874,18,4,65
7364,13.0353 ,77.7039,17,4,71
7369,13.0877 ,77.6287,30,5,64
7373,12.8941 ,77.5285,32,4,61
7381,12.9077 ,77.4997,28,4,60
7386,13.0377 ,77.5865,29,1,59
7424,13.0878 ,77.7186,24,1,67
7429,12.8434 ,77.4948,25,3,54
7431,12.8912 ,77.6250,25,5,67
7432,12.9337 ,77.6530,24,4,77
7444,12.9446 ,77.7452,17,1,65
7451,12.9575 ,77.5902,25,3,59
7453,13.0621 ,77.5979,19,2,69
7455,13.0824 ,77.5588,22,3,61
7470,12.8882 ,77.6311,18,4,74
7471,13.0689 ,77.5810,24,4,60
7472,12.9034 ,77.5373,29,2,53
7504,13.0780 ,77.6257,23,1,52
7509,13.0134 ,77.7085,35,5,68
7514,12.9451 ,77.6004,33,5,54
7523,12.9703 ,77.6277,32,1,58
7528,13.0571 ,77.4939,24,1,54
7545,13.0681 ,77.5446,26,2,71
7579,12.8850 ,77.5519,33,5,72
7589,12.9647 ,77.6004,28,5,57
7591,13.0915 ,77.7400,32,4,74
7594,12.9961 ,77.6164,28,1,70
7611,12.9709 ,77.6385,20,4,68
7614,13.0410 ,77.7221,24,4,61
7632,13.0004 ,77.5389,32,3,57
7644,13.0945 ,77.7307,17,1,54
7645,12.9883 ,77.6101,29,1,66
7651,12.9948 ,77.6900,35,4,63
7672,13.0999 ,77.6077,20,3,74
7677,12.9152 ,77.6867,32,5,65
7713,12.9664 ,77.7274,23,2,59
7727,13.0244 ,77.7214,27,3,73
7743,12.8634 ,77.5813,31,4,72
7750,13.0543 ,77.5154,19,2,63
7754,12.9219 ,77.5392,23,5,58
7760,13.0020 ,77.6321,19,4,67
7780,12.9583 ,77.6507,21,4,54
7788,12.8782 ,77.7118,33,4,60
7795,12.8796 ,77.6132,34,3,57
7803,12.9427 ,77.7194,17,2,70
7813,13.0574 ,77.5130,23,4,71
7815,12.8473 ,77.6153,30,5,71
7824,12.8995 ,77.6584,24,3,69
7850,13.0707 ,77.5035,33,2,69
7856,12.8574 ,77.7456,34,3,61
7860,13.0041 ,77.5105,27,4,67
7861,12.9390 ,77.5027,29,3,69
7864,12.8712 ,77.6042,35,3,75
7868,13.0529 ,77.6574,25,5,65
7871,13.0468 ,77.6197,23,4,57
7872,12.9392 ,77.5684,32,4,56
7885,12.9205 ,77.6874,18,5,62
7898,12.9736 ,77.5869,20,5,61
7900,12.9946 ,77.6548,16,2,75
7908,13.0676 ,77.7095,35,4,59
7914,13.0563 ,77.6476,26,2,73
7921,13.0565 ,77.5675,35,5,52
7941,12.9155 ,77.5600,33,1,62
7973,12.9303 ,77.6581,25,5,74
7976,12.9357 ,77.5467,24,4,73
7993,13.0114 ,77.6703,22,3,71
8008,12.9233 ,77.5694,19,1,65
8014,12.8480 ,77.6093,20,1,55
8015,12.9492 ,77.5824,26,4,78
8016,12.9767 ,77.7321,26,3,75
8066,12.9377 ,77.6363,30,5,56
8116,12.9723 ,77.7203,19,1,52
8128,13.0579 ,77.6008,16,5,73
8129,13.0491 ,77.5379,28,2,72
8147,13.0178 ,77.6999,31,5,59
8153,12.9598 ,77.7156,16,1,56
8159,12.9143 ,77.6382,24,5,61
8160,12.8764 ,77.4842,15,3,63
8180,13.1005 ,77.6526,15,2,77
8181,12.8874 ,77.6533,21,3,77
8192,13.0388 ,77.5023,34,3,58
8193,13.0334 ,77.5851,24,1,61
8208,13.0540 ,77.5747,25,5,71
8211,12.8615 ,77.7405,29,1,76
8218,13.0550 ,77.6831,16,2,67
8235,13.0314 ,77.7237,29,4,74
8246,13.0132 ,77.4859,27,4,72
8254,13.0479 ,77.6287,23,2,72
8272,12.9245 ,77.5840,28,3,63
8276,13.0890 ,77.5403,18,2,59
8302,12.8429 ,77.6762,24,5,54
8305,13.0642 ,77.6880,34,5,76
8310,12.8491 ,77.6926,34,2,75
8318,13.0903 ,77.6771,34,2,53
8325,12.8551 ,77.7497,28,1,57
8386,12.9205 ,77.7420,34,5,62
8389,13.0373 ,77.5336,28,2,64
8390,13.0316 ,77.5898,17,1,53
8393,12.9426 ,77.5688,22,1,52
8396,12.9453 ,77.7188,30,3,66
8456,13.0628 ,77.6934,34,2,54
8482,12.9201 ,77.5271,28,2,56
8484,13.0149 ,77.7128,17,4,64
8504,12.9936 ,77.4989,26,2,70
8514,12.9696 ,77.6002,28,4,63
8525,13.0739 ,77.6894,23,2,66
8560,13.0150 ,77.5188,24,5,54
8567,12.9780 ,77.5427,17,1,58
8576,13.0727 ,77.5625,23,3,77
8578,12.9846 ,77.5043,34,4,53
8592,13.0479 ,77.7097,17,2,65
8593,12.9953 ,77.7378,31,1,58
8603,12.8471 ,77.5610,28,4,68
8607,12.9661 ,77.5705,20,2,55
8618,12.8867 ,77.7162,18,2,52
8668,12.8808 ,77.6316,19,4,55
8681,12.9679 ,77.7364,25,5,55
8724,12.8992 ,77.6624,20,5,61
8738,12.8829 ,77.6757,28,4,53
8739,13.0538 ,77.5511,25,4,60
8761,13.0711 ,77.7489,32,5,55
8772,13.0422 ,77.7135,18,5,54
8808,13.0629 ,77.7193,35,2,56
8814,13.0820 ,77.5792,16,3,58
8818,12.8605 ,77.6248,23,2,63
8858,13.0376 ,77.5857,21,2,68
8861,12.9989 ,77.7067,31,3,58
8863,12.9101 ,77.5124,31,4,78
8886,12.8961 ,77.5470,28,5,76
8898,12.9904 ,77.6151,16,3,54
8901,13.0232 ,77.5508,25,5,69
8904,13.0302 ,77.5382,16,2,62
8915,13.0685 ,77.6307,18,3,78
8923,13.0418 ,77.6863,21,1,60
8932,13.0808 ,77.6451,25,2,56
8937,12.9808 ,77.5203,19,5,69
8941,12.9293 ,77.5390,28,3,67
8942,12.9489 ,77.7200,24,1,58
8953,12.9245 ,77.6470,33,4,60
8965,13.0106 ,77.5007,32,2,63
8983,13.0186 ,77.6640,26,2,64
8992,13.0040 ,77.6836,22,1,62
9011,12.9573 ,77.5422,21,1,68
9012,12.8825 ,77.6587,32,2,69
9014,12.8814 ,77.6406,30,5,63
9026,12.9732 ,77.5360,30,1,61
9031,13.0042 ,77.6373,25,2,68
9044,12.9533 ,77.6632,31,3,54
9055,12.8747 ,77.6199,35,1,75
9064,12.9116 ,77.6462,19,3,72
9075,12.9771 ,77.4882,15,5,77
9077,12.8928 ,77.5230,20,4,57
9078,12.9631 ,77.4958,25,2,76
9090,12.9830 ,77.7042,16,3,78
9095,13.0598 ,77.6987,27,3,59
9099,13.0277 ,77.7468,34,3,73
9109,13.0796 ,77.6577,33,3,76
26,12.9944 ,77.5307,34,3,54
27,13.0242 ,77.7443,15,5,75
37,13.0591 ,77.4990,17,2,77
41,12.8787 ,77.6397,25,2,65
53,12.8606 ,77.6446,35,4,60
76,12.9174 ,77.7108,32,1,76
79,12.9333 ,77.6900,31,3,56
82,13.0733 ,77.7068,21,2,61
85,13.0024 ,77.6662,24,1,67
91,13.0603 ,77.5534,31,3,67
99,12.9428 ,77.6574,35,1,52
101,12.8457 ,77.4955,17,1,68
109,12.8402 ,77.6699,17,2,66
111,13.0154 ,77.4869,19,2,76
148,12.9120 ,77.5685,26,2,70
188,12.9084 ,77.4899,27,1,78
236,12.9909 ,77.5892,30,4,52
238,12.8855 ,77.7314,15,4,56
243,13.0092 ,77.7327,21,2,70
252,12.9542 ,77.7079,21,3,70
260,12.9243 ,77.5515,35,3,67
261,13.0907 ,77.6151,32,1,60
286,12.9446 ,77.6925,23,5,70
289,12.9275 ,77.6236,31,5,68
293,13.0195 ,77.5332,35,1,70
295,13.0666 ,77.5585,16,2,59
296,12.8779 ,77.6537,17,5,59
302,13.0944 ,77.5216,25,5,78
312,12.8581 ,77.7270,15,2,74
314,12.9126 ,77.4925,33,3,67
331,12.8707 ,77.6104,19,5,54
344,13.0242 ,77.6730,15,5,78
348,13.0027 ,77.5564,30,4,75
361,13.0544 ,77.7199,21,5,77
366,13.0576 ,77.5266,17,4,55
384,12.9894 ,77.5461,24,2,77
392,13.0835 ,77.6522,24,1,65
393,13.0766 ,77.7312,17,2,63
397,12.8514 ,77.7095,15,1,63
436,13.0335 ,77.4902,26,4,67
449,13.0052 ,77.6722,15,3,76
465,12.9662 ,77.7376,29,1,75
468,12.9932 ,77.6153,31,5,72
472,12.9622 ,77.7038,22,2,74
482,12.9859 ,77.6259,15,3,63
485,12.8964 ,77.6954,21,5,73
488,13.0540 ,77.5184,35,3,52
492,12.9898 ,77.6883,21,5,59
497,12.9334 ,77.4904,22,1,77
518,12.9795 ,77.6532,15,1,58
524,12.8793 ,77.5344,35,5,59
539,13.0525 ,77.5549,26,1,69
572,12.8523 ,77.6475,32,4,61
573,12.9375 ,77.6886,26,4,62
574,12.9927 ,77.6681,28,1,56
577,12.9211 ,77.5880,22,3,60
580,13.0826 ,77.6072,22,4,56
594,12.9618 ,77.6859,25,5,70
610,12.8841 ,77.7412,30,2,66
611,12.9776 ,77.5521,23,5,75
627,12.9877 ,77.5202,24,1,66
631,12.9875 ,77.5536,15,5,55
651,13.0923 ,77.5524,32,4,64
653,12.9838 ,77.5461,28,1,68
657,12.9809 ,77.7171,35,5,56
661,12.9695 ,77.4933,26,5,75
663,12.8698 ,77.5580,20,3,64
664,12.8486 ,77.6091,19,3,69
689,12.8875 ,77.6043,27,3,61
697,12.8581 ,77.5927,31,5,74
701,12.8909 ,77.6728,31,3,62
755,12.9592 ,77.5897,20,3,76
756,12.9155 ,77.7266,15,3,68
758,12.9333 ,77.6542,25,2,69
771,13.0548 ,77.6814,17,1,74
772,12.9658 ,77.6996,18,1,76
797,13.0714 ,77.5414,33,5,57
808,12.9937 ,77.6579,25,2,62
816,12.9817 ,77.6046,29,3,66
826,13.0144 ,77.5170,25,4,65
845,12.8552 ,77.7143,26,5,76
867,12.9909 ,77.7293,25,2,64
873,12.8897 ,77.6024,16,2,52
891,13.0093 ,77.5722,24,1,77
903,12.9783 ,77.6260,17,1,53
912,13.0933 ,77.5205,17,1,56
914,12.9147 ,77.6340,25,5,70
921,12.9262 ,77.7233,27,1,58
940,13.0628 ,77.5536,24,2,63
947,12.9804 ,77.5264,19,1,77
948,13.0319 ,77.4941,34,4,58
956,13.0646 ,77.5053,30,1,54
968,13.0296 ,77.6267,33,4,78
981,12.9014 ,77.5030,31,5,78
1002,12.8399 ,77.5061,21,5,61
1006,12.9141 ,77.5099,21,1,71
1037,13.0691 ,77.5653,22,5,56
1050,12.8436 ,77.7274,35,2,73
1053,12.8445 ,77.5606,15,1,73
1057,13.0205 ,77.6784,32,2,68
1062,13.1003 ,77.5428,26,1,56
1064,13.0688 ,77.7073,29,2,73
1070,13.0618 ,77.5793,27,4,54
1072,12.8808 ,77.5599,27,1,56
1124,12.9105 ,77.6242,30,1,64
1127,12.9376 ,77.7057,16,3,65
1130,12.9284 ,77.5588,15,3,54
1142,12.9745 ,77.5297,23,3,73
1143,12.8536 ,77.5571,22,4,76
1151,13.0974 ,77.7234,16,3,74
1157,12.9615 ,77.5524,35,2,71
1160,12.8563 ,77.5914,30,4,78
1188,13.0501 ,77.5372,26,5,76
1205,12.9590 ,77.5260,25,1,52
1219,12.9346 ,77.4900,16,2,68
1220,13.0905 ,77.5205,28,2,75
1223,12.9788 ,77.5582,22,3,69
1232,13.0915 ,77.4886,31,2,71
1239,12.8632 ,77.6482,23,3,54
1266,12.8818 ,77.5153,15,1,70
1293,13.0046 ,77.6678,30,2,74
1303,12.8550 ,77.5908,27,2,69
1310,13.0404 ,77.5119,16,1,78
1314,12.9911 ,77.5940,27,3,65
1317,13.0964 ,77.4981,21,1,72
1319,13.0414 ,77.5759,24,3,70
1320,13.0224 ,77.6763,30,1,59
1323,13.0670 ,77.5981,34,4,62
1337,12.8681 ,77.5403,22,3,54
1366,12.8658 ,77.5582,27,2,72
1367,12.9615 ,77.5722,18,2,63
1369,13.0775 ,77.7035,33,3,65
1371,13.0045 ,77.7415,34,1,54
1372,12.8524 ,77.5451,30,5,63
1407,13.0715 ,77.5685,24,3,76
1426,12.8881 ,77.6930,26,4,59
1441,13.0354 ,77.7105,17,4,66
1442,12.9989 ,77.6853,18,2,69
1454,12.8414 ,77.7229,30,4,61
1457,12.9184 ,77.5100,27,3,66
1462,12.8966 ,77.6726,31,5,68
1463,13.0153 ,77.7125,15,4,52
1468,13.0671 ,77.7345,30,2,76
1493,12.9140 ,77.6600,20,1,65
1509,13.0089 ,77.6030,35,4,56
1514,13.0028 ,77.5702,16,2,52
1527,13.0674 ,77.7289,18,1,53
1530,12.9592 ,77.6909,20,1,68
1551,13.0451 ,77.6435,25,2,73
1568,12.8758 ,77.5122,33,4,69
1572,12.9585 ,77.7427,31,2,55
1574,13.0345 ,77.5878,34,1,52
1576,13.0360 ,77.5029,25,4,78
1579,12.9355 ,77.5267,34,3,56
1589,12.8628 ,77.5312,15,3,74
1612,13.0272 ,77.6163,33,1,70
1614,13.0261 ,77.5700,32,3,52
1649,12.8948 ,77.5103,21,2,66
1651,13.0766 ,77.6459,24,2,78
1658,13.0578 ,77.4994,18,3,56
1665,12.8984 ,77.6063,26,5,56
1668,13.0192 ,77.6962,33,2,78
1682,13.0723 ,77.7447,35,3,62
1687,12.9494 ,77.5988,33,5,59
1691,12.8652 ,77.5956,26,2,58
1695,13.0404 ,77.6072,35,5,67
1720,12.9572 ,77.4989,26,2,75
1735,12.9721 ,77.5250,33,3,74
1749,13.0043 ,77.7313,15,2,77
1774,12.9010 ,77.7164,26,5,64
1780,12.8663 ,77.6667,34,4,68
1783,12.9919 ,77.6615,18,2,70
1784,13.0018 ,77.6717,26,1,78
1796,13.0919 ,77.6308,29,5,75
1813,12.9036 ,77.7002,27,4,62
1844,12.9531 ,77.5095,21,3,65
1849,12.8516 ,77.6004,18,1,67
1859,13.0496 ,77.6500,19,3,77
1864,13.0855 ,77.6944,32,2,58
1866,13.0971 ,77.7103,17,5,73
1881,13.0771 ,77.5925,30,2,64
1884,13.0701 ,77.5068,21,5,68
1887,12.9276 ,77.4874,15,3,56
1892,13.0795 ,77.5596,26,5,60
1900,12.8561 ,77.6436,28,3,73
1927,12.9646 ,77.6198,21,4,75
1938,12.9224 ,77.6595,28,2,52
1990,12.9183 ,77.6345,35,5,69
2004,13.0679 ,77.7492,31,2,55
2006,12.9354 ,77.6557,33,5,54
2031,13.0763 ,77.6239,23,1,62
2061,13.0358 ,77.6033,16,2,71
2077,12.8890 ,77.5880,27,4,55
2085,13.0989 ,77.6085,19,1,69
2092,12.9414 ,77.5824,16,1,74
2095,12.8657 ,77.6749,27,4,57
2103,13.0703 ,77.5053,19,2,53
2107,13.0575 ,77.5364,24,5,55
2108,12.8624 ,77.6773,33,2,62
2110,13.0698 ,77.5187,16,2,70
2117,13.0789 ,77.6873,35,3,73
2121,12.9212 ,77.4975,16,3,58
2124,12.8405 ,77.7385,20,3,74
2130,12.8518 ,77.4945,24,4,56
2135,12.9328 ,77.7346,30,3,58
2136,12.8634 ,77.5418,31,2,56
2146,13.0155 ,77.7116,32,1,68
2152,12.8587 ,77.6304,32,5,69
2153,13.0801 ,77.5893,21,2,69
2156,13.0889 ,77.7196,27,3,64
2169,12.8412 ,77.6126,18,5,78
2181,13.0364 ,77.5998,27,2,71
2184,13.0023 ,77.6938,17,2,52
2186,12.9390 ,77.6691,16,4,58
2198,12.9941 ,77.6083,20,3,60
2203,13.0787 ,77.5395,30,4,77
2244,13.0830 ,77.5870,33,4,53
2248,12.8492 ,77.6721,35,1,57
2249,12.9629 ,77.7450,34,4,64
2263,12.8657 ,77.5711,25,5,55
2285,13.0809 ,77.5093,23,5,69
2288,13.0483 ,77.5283,20,1,57
2294,13.0231 ,77.6570,27,4,52
2308,13.0001 ,77.5556,27,2,56
2310,12.9900 ,77.6629,31,4,77
2316,12.9622 ,77.5914,22,3,76
2331,13.0605 ,77.6889,31,5,78
2341,13.0720 ,77.5272,22,4,60
2348,12.9410 ,77.6803,35,1,56
2368,12.9431 ,77.4998,24,5,52
2383,12.8531 ,77.4838,19,4,52
2386,12.8999 ,77.4972,30,4,73
2436,12.8980 ,77.5406,34,4,78
2460,13.0735 ,77.6613,26,5,68
2462,12.9532 ,77.5806,31,4,62
2463,12.9421 ,77.7044,20,3,62
2470,12.9503 ,77.6409,19,2,57
2475,13.0655 ,77.6724,20,4,63
2478,12.9166 ,77.7183,25,2,58
2513,13.0991 ,77.7134,29,5,72
2517,12.9661 ,77.5920,32,3,63
2522,12.8485 ,77.7099,31,5,52
2545,12.9559 ,77.5163,20,5,66
2558,12.8592 ,77.5608,26,3,73
2564,13.0520 ,77.5674,34,3,60
2659,12.8449 ,77.5256,23,1,58
2665,13.0631 ,77.7180,27,1,52
2670,12.8542 ,77.5404,26,1,53
2675,13.0799 ,77.7040,21,3,57
2696,12.8618 ,77.6408,16,3,69
2705,12.8578 ,77.4984,15,1,77
2707,12.8497 ,77.6752,31,4,64
2722,12.9268 ,77.6456,20,2,67
2725,12.9740 ,77.7035,33,1,61
2745,12.8868 ,77.5780,17,5,55
2756,13.0339 ,77.4915,29,3,54
2758,12.8865 ,77.6027,21,2,56
2764,12.9623 ,77.6072,29,5,69
2771,12.9216 ,77.7150,28,1,66
2772,13.0633 ,77.6984,23,4,69
2778,13.0585 ,77.6821,22,2,65
2780,12.9084 ,77.5054,23,3,74
2786,12.9370 ,77.7300,34,1,57
2806,12.8456 ,77.5105,34,3,76
2833,12.8965 ,77.7356,22,3,57
2836,13.0638 ,77.5633,19,5,68
2839,12.9474 ,77.6079,21,3,74
2843,12.8588 ,77.6698,23,5,70
2855,13.0932 ,77.5358,18,4,74
2864,12.9525 ,77.6151,26,1,67
2865,13.0959 ,77.7297,29,3,61
2927,12.9206 ,77.5113,33,5,75
2932,12.8909 ,77.5498,22,4,76
2935,13.0387 ,77.6613,32,5,52
2951,13.0641 ,77.6851,21,1,60
2965,13.0098 ,77.6734,20,1,70
2967,13.0434 ,77.7135,27,4,76
2968,12.8696 ,77.5969,26,1,68
2999,12.8604 ,77.7341,22,2,65
3016,12.8469 ,77.6334,28,1,68
3048,13.0282 ,77.4988,22,2,76
3051,13.0258 ,77.7035,30,5,71
3055,12.9055 ,77.6074,21,1,60
3065,13.0640 ,77.5096,35,1,59
3077,13.0724 ,77.6268,15,2,55
3086,12.9341 ,77.5221,35,3,63
3115,12.9652 ,77.6571,15,1,57
3132,12.9189 ,77.6969,32,2,56
3146,12.8618 ,77.6204,24,5,69
3158,12.8454 ,77.7235,24,4,62
3163,12.8947 ,77.4944,26,4,62
3170,12.9283 ,77.6541,25,1,52
3184,13.0721 ,77.5912,23,3,54
3186,12.9989 ,77.6055,23,4,55
3202,12.9408 ,77.5375,31,5,63
3212,13.0544 ,77.7073,25,1,57
3214,12.8634 ,77.5695,31,1,56
3218,13.0358 ,77.6245,29,4,73
3257,12.9187 ,77.6142,18,1,54
3267,12.8870 ,77.7253,32,5,72
3268,13.0357 ,77.6114,26,2,72
3273,13.0172 ,77.6744,27,1,53
3277,12.9655 ,77.6290,32,3,73
3285,13.0706 ,77.5661,32,2,72
3300,12.8988 ,77.5978,29,2,56
3328,12.9954 ,77.7111,29,3,66
3334,13.0034 ,77.6889,29,1,66
3339,13.0222 ,77.7097,25,3,72
3348,12.8822 ,77.5976,31,1,61
3351,13.0307 ,77.6129,15,5,72
3356,12.9221 ,77.6654,25,2,54
3366,12.9148 ,77.6656,31,1,62
3375,12.9425 ,77.5546,20,3,66
3379,12.8840 ,77.7403,33,3,61
3396,12.9381 ,77.5565,23,1,56
3405,13.0174 ,77.5399,18,2,55
3421,12.9892 ,77.5993,26,4,52
3435,12.9616 ,77.6647,29,2,63
3436,12.9840 ,77.6850,27,5,70
3445,12.8657 ,77.6634,35,5,63
3461,12.8621 ,77.6199,17,5,69
3467,12.9273 ,77.6918,19,2,78
3491,12.8875 ,77.5142,24,3,74
3497,13.0011 ,77.6592,17,2,63
3520,12.9400 ,77.7288,15,3,77
3526,12.9776 ,77.5722,24,2,54
3530,13.0209 ,77.5868,32,5,59
3548,13.0213 ,77.7367,21,4,65
3552,12.9279 ,77.6504,19,1,77
3559,12.8684 ,77.6187,31,3,60
3576,13.0726 ,77.5793,31,2,53
3578,12.9739 ,77.6590,28,1,55
3579,13.0717 ,77.6218,24,1,61
3621,13.0632 ,77.6336,32,1,72
3646,13.0790 ,77.7417,35,3,65
3650,12.9050 ,77.5586,24,3,58
3651,12.9832 ,77.6289,35,3,78
3653,13.0376 ,77.6108,23,1,52
3655,12.9094 ,77.6793,31,4,78
3689,12.8716 ,77.6685,29,1,55
3691,12.9700 ,77.4917,35,5,61
3703,13.0931 ,77.4852,28,2,68
3708,12.9603 ,77.6685,33,3,62
3710,12.9799 ,77.5934,28,1,72
3720,13.0922 ,77.5269,28,1,78
3749,12.9933 ,77.7118,33,1,78
3751,12.8627 ,77.5637,33,1,55
3753,12.9620 ,77.6903,25,4,61
3758,13.0942 ,77.6857,33,4,52
3795,12.9156 ,77.6525,19,5,71
3808,12.8911 ,77.7236,27,4,73
3811,12.9960 ,77.6426,30,5,68
3812,12.8419 ,77.5982,18,3,75
3814,12.9756 ,77.7203,30,3,61
3816,13.0062 ,77.4827,23,2,71
3835,12.9800 ,77.5442,29,3,68
3851,12.9976 ,77.7483,31,1,56
3863,13.0054 ,77.6054,16,3,64
3872,12.8608 ,77.4930,26,2,55
3880,12.9556 ,77.6609,19,1,59
3897,13.0593 ,77.5892,21,1,68
3899,13.0991 ,77.5262,18,2,56
3916,12.8542 ,77.6108,32,1,66
3919,13.0569 ,77.5920,21,2,72
3925,13.0797 ,77.5004,20,2,56
3955,12.9340 ,77.5558,30,1,55
3967,12.8478 ,77.5697,22,3,58
4001,12.9600 ,77.5426,20,5,68
4003,12.8401 ,77.7369,29,5,64
4025,12.9258 ,77.6130,20,5,62
4030,13.0146 ,77.5787,25,4,71
4035,12.9025 ,77.5355,23,2,78
4044,12.9910 ,77.6971,33,1,66
4065,13.0784 ,77.7347,25,1,66
4071,13.0234 ,77.5313,25,5,59
4124,12.8986 ,77.5938,20,4,76
4131,12.9413 ,77.5976,24,4,70
4132,12.9967 ,77.6698,35,4,74
4141,13.0336 ,77.6736,30,2,52
4154,12.8851 ,77.7052,34,2,72
4156,12.8927 ,77.5493,35,2,66
4169,13.0557 ,77.5414,22,3,70
4185,13.0871 ,77.4886,20,4,69
4200,13.0702 ,77.6838,16,3,75
4208,13.0533 ,77.7471,17,2,73
4218,12.9019 ,77.5360,18,5,54
4227,13.0728 ,77.5038,17,2,53
4228,13.0031 ,77.6130,35,1,68
4255,13.0352 ,77.6910,22,1,52
4261,13.0425 ,77.5282,27,5,76
4288,13.0079 ,77.5898,28,1,59
4295,13.0514 ,77.4955,31,2,58
4296,12.9146 ,77.6453,31,2,57
4306,13.0560 ,77.7086,33,5,78
4313,13.0592 ,77.6552,21,5,75
4317,13.0386 ,77.5222,20,1,73
4322,12.8495 ,77.7434,34,3,78
4326,13.0828 ,77.6706,33,2,63
4337,12.8740 ,77.5321,23,5,52
